hotel_match,hotel_id,name,url,final_url,status,title,match_reason
cant_load,parafly_415222,Antalya Dream Time Hotel,https://www.antalyadreams.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017451,Apella Hotel,http://www.sevenseasonshotels.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_783708,Armağan Apart Otel,https://armaganapartbodrum.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1019558,Armi Alaçatı +13,https://armibutikotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1298787,Arsuz Jumanah Premium,https://jumanahotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210807,Asfiya Loft Apartments,https://asfiyalofts.com,,timeout,,page did not load (timeout)
cant_load,parafly_377971,Asfiya Sea View Hotel,http://www.asfiyaseaviewhotel.com/contact-us/,,unreachable,,page did not load (unreachable)
cant_load,parafly_880,Aspat Hotel Bodrum,https://www.aspatotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1025432,Astrid Hotel Bodrum,https://www.astridhotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1018588,Avalon Hotel Kuşadası,https://www.avalonotel.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_1264288,Aydınbey Famous Resort,https://www.aydinbeyhotels.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_142870,Aydınbey Gold Dreams,https://www.aydinbeyhotels.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264289,Aydınbey Kings Palace & Spa,https://www.aydinbeyhotels.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_294740,Ayvalık Beach Hotel (Ex. Ivy Sailing Resort Hotel),https://www.ivyotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_159109,Azak Beach Hotel (+16 Adult Only),http://www.azakbeach.com/tr,,parked,,page did not load (parked)
cant_load,parafly_640800,BVS Bosphorus Resort Hotel & Spa,https://www.bvsbosphorus.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_415241,Bamont Villas,https://www.bamontvillas.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_872803,Bella Garden Boutique Hotel,https://www.bellagardenboutiquehotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_776,Bella Resort & Spa,https://www.bellaresorthotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1284463,Bitez Adam Otel,https://www.bitezadamotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_541,Bitez Garden Life Hotel & Suites,https://www.bitezgardenlife.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1164,Blue Pine Hotel,https://www.larissahotels.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_308319,Bodrum Bay Resort & Spa,https://www.bodrumbayresorthotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416992,Bodrum Greenport Hotel,https://www.bodrumgreenport.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_963,Bodrum Skylife Hotel,https://bodrumskylifehotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_592535,Bora Bora Butik Hotel,https://info@boraborabutik.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_780912,BoraBora Apart,https://www.boraapart.com,,timeout,,page did not load (timeout)
cant_load,parafly_418366,Bozooğulları Hotel,https://www.hotelbozoogullari.com/,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_1284863,CK Hotel,https://ckkonaklama.com.tr/,,unreachable,,page did not load (unreachable)
cant_load,parafly_427,CPAnkara Hotel,https://www.cpankara.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1122,Carelta Beach,https://www.careltabeachotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416637,Caretta Caretta Hotel,https://www.carettacarettadalyan.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_415650,Casa De Sirena Apart Hotel,https://www.casadesirena.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_873700,Ces Club Hotel,https://www.cesclubhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_873086,Chingene Glamping,https://www.chingeneglamping.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_640758,Cleopatra Tac Hotel,https://www.cleopatrajourney.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1025429,Club & Hotel Letoonia Fethiye,https://letoonia@letoonia.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_207599,Club Antiphellos,http://www.clubantiphellos.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_378452,Concorde Luxury Resort & Casino & Convention & SPA,https://www.concordehotel.com.tr,,timeout,,page did not load (timeout)
cant_load,parafly_295074,Concordia Celes Hotel,https://www.concordiaceles.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_2917456,Corendon Hydros Club Kemer,https://www.corendonhotels.com,,parked,,page did not load (parked)
cant_load,parafly_416,Crowne Plaza Kayseri,https://www.ihg.com/crowneplaza/hotels/us/en/kayseri/asrks/hoteldetail,,unreachable,,page did not load (unreachable)
cant_load,parafly_663263,Cunda Bal Konak,https://cundabalkonak.com,,timeout,,page did not load (timeout)
cant_load,parafly_419547,Cunda Mavi Otel,http://www.cundamavi.com/,,timeout,,page did not load (timeout)
cant_load,parafly_143022,Cunda Nesos Otel,http://www.nesosotel.com.tr/,,unreachable,,page did not load (unreachable)
cant_load,parafly_876343,Cunda Paradise Otel,https://www.cundaparadiseotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_995,D Maris Bay,https://www.dhotel.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1765,Dalian Elite Hotel,https://www.facebook.com/dalianelitehotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_45341,Dalyan Resort Spa,http://www.dalyanresort.com/english/index.php,,parked,,page did not load (parked)
cant_load,parafly_1210808,De Mare Family Hotel,https://www.demarehotel.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_379203,Delphin Apart Hotel,https://www.facebook.com/delphinaparthotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_417438,Delta Hotels By Marriott Yalıkavak,https://www.marriottdeltabodrum.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416580,Design Plus Seya Beach Hotel,https://www.labranda.com/de/hotel/seya-beach-hotel.html,,unreachable,,page did not load (unreachable)
cant_load,parafly_592299,Dionysos Village Hotel,https://www.dionysoshotel.com.tr,https://www.dionysosvillagehotel.com/,redirect_suspicious,,page did not load (redirect_suspicious)
cant_load,parafly_1025275,DoubleTree By Hilton Bodrum Marina Vista,https://www.hotelmarinavista.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_64648,DoubleTree by Hilton Bodrum Işıl Club Ultra All Inclusive Resort,https://www.hilton.com/en/hotels/bjvtrdi-doubletree-bodrum-isil-club-resort,,unreachable,,page did not load (unreachable)
cant_load,parafly_783557,Dreams Bodrum Otel,https://dreamsbodrumhotel.business.site,,unreachable,,page did not load (unreachable)
cant_load,parafly_1022385,Duqqan Deluxe Hotel,https://www.dabaklarhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_872974,Ebruli Pansiyon Cunda,https://www.cundamarinahotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_789782,Eco Farm Boutique Hotel,https://ecofarmbodrum.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1586,Eden Pyara Hotel Turunc,https://www.oteleden.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_891018,Ela Excellence Resort Belek,https://www.elaresort.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_781348,Elamir Beach Bungalow Hotel,https://elamirbeachbungalow.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_378462,Elamir Grand Lukullus,https://info@lukullushotel.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_781593,Elanis Suites Hotel,https://www.elanissuiteshotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_872961,Elementa Boutique Hotel,https://www.elementahotels.com,,parked,,page did not load (parked)
cant_load,parafly_327061,Elit Life Hotel,https://www.besobeachhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_137065,Elite World Kuşadası,https://www.marinahotelkusadasi.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_874780,Elite World Resort Mersin Silifke,https://www.marvistahotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_881907,Elitium Dizayn Termal Otel,https://www.elitiumdizayntermalhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_890895,Ella Alaçatı Otel,https://www.facebook.com/ellaalacatiotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_876515,Ephesus Hitit Hotel,https://www.hitithotel.com.tr/,,unreachable,,page did not load (unreachable)
cant_load,parafly_781557,Esmeralda Butik Hotel,https://esmeraldabutik.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017524,Esvida Arzum Bungalov Olimpos,https://www.facebook.com/arzumpansiyonolimpos/,,unreachable,,page did not load (unreachable)
cant_load,parafly_378052,Euphoria Palm Beach Resort,https://www.euphoriahotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_126919,Fame Residence Göynük,http://www.famehotels.com/tr/anasayfagoynuk.php,,unreachable,,page did not load (unreachable)
cant_load,parafly_308356,Fame Residence Kemer,http://www.famehotels.com/hotel.asp,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264322,Fame Residence Lara,http://www.famehotels.com/tr/anasayfa.php,,unreachable,,page did not load (unreachable)
cant_load,parafly_247,Fortuna Beach Hotel,https://www.fortunabeachhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_946033,Fortunella Suites & Villas,https://www.finiketatili.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_881886,Fun Hill Resort Hotel,https://funhillresorthotel.com.tr/,,unreachable,,page did not load (unreachable)
cant_load,parafly_342,Gardenia Beach Hotel,https://www.gardeniahotels.com,,parked,,page did not load (parked)
cant_load,parafly_374,Gardenia Hotel,https://www.gardeniahotels.com,,parked,,page did not load (parked)
cant_load,parafly_872834,Get Enjoy Hotel,https://www.getenjoyhotels.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_681,Golden Life Resort Hotel & Spa,https://www.goldenlifehotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017498,Golden Rose Otel,https://www.goldenrosehotelkas.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_378031,Golden Star Hotel,http://www.goldenstarhoteldn.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_294799,Grand Atilla Hotel,https://www.grandatillaotel.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1200279,Grand Belish Hotel,http://wwwgrandbelish.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_273,Green Garden Resort Hotel,https://www.greengardenapart.com,,timeout,,page did not load (timeout)
cant_load,parafly_378040,Greenblue Hotel Patara,https://greenbluehotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_416906,Günay Hotel,https://www.bodrumgunayotel.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_166,Hapimag Sea Garden Resort Bodrum,https://www.hapimag-seagarden.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_146524,Has Cave Konak,https://info@hassecavekonak.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_82,Hilton Bodrum Turkbuku Resort & Spa - All Inclusive,https://www.bodrumturkbuku.hilton.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_228,Hilton Dalaman Sarıgerme Resort & Spa,https://www.hiltondalaman.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_945963,Holiday Inn Express Ankara - Airport,https://www.hiexankaraairport.com,,timeout,,page did not load (timeout)
cant_load,parafly_873441,Hotel Bleu Nuit,https://www.viebleuhotels.com,,parked,,page did not load (parked)
cant_load,parafly_80767,Hotel Cachet,https://www.hotelcachet.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_114,Hotel Karbel Sun,http://www.karbelsun.com/tr/anasayfa/,,unreachable,,page did not load (unreachable)
cant_load,parafly_782229,Hotel Palm Beach Arsuz,https://www.palmbeacharsuz.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416925,Hotel Pelin,http://www.hotelpelin.com.tr/english,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210702,Hotella Resort & Spa,https://www.hotella.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_593612,Huzur Royal Otel,https://www.huzurroyalotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1589,Iko Melisa Garden Hotel - Kemer,https://www.ikomelisagarden.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_672986,Innvista Belek Antalya,https://www.innvistahotels.com,,timeout,,page did not load (timeout)
cant_load,parafly_445,Juju Premier Palace,https://rezervasyon@premierpalace.com.tr,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_212,Julian Forest Suites,https://julianforest.julianhotels.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_128912,Justiniano Club Alanya,https://www.justinianohotels.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_26,Justiniano Club Park Conti,http://www.justinianohotels.com/tr/hotel/deluxe-resort/,,unreachable,,page did not load (unreachable)
cant_load,parafly_847,Justiniano Deluxe Resort,https://www.justinianohotels.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1025302,Kahveci Alibey Hotel,http://kahvecialibeyhotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_377920,Kahya Resort Aqua & Spa,https://www.kahyaresort.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_878049,Kalkan Sultan Hotel,https://kalkansultanhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_789680,Kaya Apartments,https://info@kayaapartmentskalkan.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_593734,Kemal Bay Hotel,https://www.atligroup.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_54283,Klas Dom Hotel,https://www.klasshotels.net,,unreachable,,page did not load (unreachable)
cant_load,parafly_247173,Kleopatra Aydın Otel,https://kleopatraaydinhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_181699,Kleopatra Suit Otel,https://www.kleopatrasuit.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1871,Knidos Butik Otel,http://www.knidosbutik.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_419372,Kutlugün Sahil Otel,https://www.facebook.com/p/Kutlug%C3%BCn-Sahil-Otel-100068175579881/,,unreachable,,page did not load (unreachable)
cant_load,parafly_873138,La Hoya Beach Hotel,https://www.lahoyabeachhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_378050,Laberna Hotel,https://www.facebook.com/laberna.hotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_3379,Labranda TMT Bodrum Resort,https://www.labrandahotels.com,https://findresultshub.com/?dn=labrandahotels.com,redirect_suspicious,,page did not load (redirect_suspicious)
cant_load,parafly_1264712,Ladonia Hotels Zemda Boutique,http://www.zemdahotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020770,Laledan Hotel,https://WWW.LALEDANOTEL.COM,,unreachable,,page did not load (unreachable)
cant_load,parafly_1828,Lara Hadrianus Hotel,https://www.larahadrianushotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_567,Larissa Mare Beach Hotel,http://marebeach.larissahotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_344,Larissa Sultans Beach,https://www.larissahotels.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_872927,Le Bleu Hotel & Resort,https://www.lebleuhotel.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_789505,Le Monde Beach Resort & Spa,https://www.halicparkresort.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_871903,Letoon Plus Hotel,https://www.didimletoonotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020733,Light House Hotel,https://www.lighthousebodrum.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_884,Likya Pavilion Hotel,http://www.likyapavilionhotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_592777,Likya Road Resort Hotel,https://www.likyaroad.com,,unreachable,,page did not load (unreachable)
