hotel_id,name,destination,website,source
294860,Enda Boutique Hotel,"Antalya, Kaş, Kalkan",https://www.endaboutiquehotel.com,listing
876515,Ephesus Hitit Hotel,"İzmir, Selçuk",https://www.hitithotel.com.tr/,listing
1021544,Eraliz Otel,"İzmir, Buca",https://www.eralizpansiyon.com,web_search
872579,Erdek Talia Beach Hotel,"Balıkesir, Erdek",https://www.erdeksunbeachhotel.com/,listing
376885,Erdem City Hotel,"Antalya, Kaş",http://www.erdemcity.com/,listing
859,Ergin Hotel,"Balıkesir, Ayvalık",https://erginotel.com.tr/,web_search
1284514,Ertan Otel,"İzmir, Çeşme",https://www.ertanhotel.com,listing
781557,Esmeralda Butik Hotel,"Antalya, Manavgat",https://esmeraldabutik.com,web_search
414869,Espina Hotel,"Antalya, Muratpaşa",http://espinahotel.com,web_search
419168,Espira by Antioch,"İzmir, Urla",https://www.espirabyantioch.com,listing
1017524,Esvida Arzum Bungalov Olimpos,"Antalya, Kumluca, Olimpos",https://www.facebook.com/arzumpansiyonolimpos/,social
378052,Euphoria Palm Beach Resort,"Antalya, Manavgat, Side",https://www.euphoriahotels.com,listing
126919,Fame Residence Göynük,"Antalya, Kemer, Göynük",http://www.famehotels.com/tr/anasayfagoynuk.php,listing
308356,Fame Residence Kemer,"Bolu, Göynük ",http://www.famehotels.com/hotel.asp,listing
1264322,Fame Residence Lara,"Antalya, Muratpaşa, Lara ",http://www.famehotels.com/tr/anasayfa.php,listing
64148,Fantasia De Luxe Kuşadası,"Aydın, Kuşadası",https://www.fantasia.com.tr,listing
626503,Faros Hotel Bodrum Göltürkbükü,"Muğla, Bodrum, Göltürkbükü",https://www.farosbodrum.com,listing
878282,Faros Premium Beach +16 Adult Only,"Muğla, Marmaris",https://premium.faroshotels.com,web_search
1159,Faustina Hotel,"Aydın, Kuşadası, Guzelcamli",https://www.hotelfaustina.com,listing
123617,Felice Hotel,"Antalya, Kemer",https://felicehotel.com,web_search
1019485,Flora Boheme Çeşme,"İzmir, Çeşme",https://www.instagram.com/floraboheme/,social
1203,Flora Garden Beach (+16 Adults Only),"Antalya, Manavgat, Side",https://www.floragardenhotels.com,listing
292,Flora Hotel Bodrum,"Muğla, Bodrum, Gümbet",https://www.florahotelbodrum.com,listing
151717,Floria Beach Hotel,"Antalya, Alanya",https://www.floriabeachhotel.com,listing
882700,Flow Datça Surf & Beach Hotel,"Muğla, Datça",http://www.flowdatca.com/#flow,listing
17,Forever Club (14+),"Muğla, Bodrum",https://www.foreverclub.com,listing
247,Fortuna Beach Hotel,,https://www.fortunabeachhotel.com,listing
946033,Fortunella Suites & Villas,"Antalya, Finike",https://www.finiketatili.com.tr,listing
419009,Foçamor Otel,"İzmir, Foça",https://www.focamor.com,listing
419280,Fragrante Hotel - Adult Only +13,"Balıkesir, Ayvalık, Cunda",https://www.fragrantehotel.com,web_search
313675,Fun & Sun Family Club Saphire,"Antalya, Kemer, Tekirova",https://www.larissahotels.com,listing
116285,Fun & Sun Smart Club Hotel Mirabell,"Antalya, Alanya, Konaklı",https://www.mirabellotel.com.tr,listing
881886,Fun Hill Resort Hotel,"Antalya, Alanya",https://funhillresorthotel.com.tr/,web_search
1298757,Garden Butik & Apart Hotel,"Aydın, Didim, Akbuk",https://www.gardenhotelakbuk.com,listing
342,Gardenia Beach Hotel,"Antalya, Alanya",https://www.gardeniahotels.com,listing
374,Gardenia Hotel,"Antalya, Alanya",https://www.gardeniahotels.com,listing
872834,Get Enjoy Hotel,"Antalya, Kemer",https://www.getenjoyhotels.com/,listing
681,Golden Life Resort Hotel & Spa,"Muğla, Fethiye",https://www.goldenlifehotels.com,listing
1025226,Golden Rose Deluxe Hotel ( Ex. Rose Bay Hotel Manisa ),"Manisa, Merkez",https://www.goldenrosedeluxe.com,web_search
1017498,Golden Rose Otel,"Antalya, Kaş",https://www.goldenrosehotelkas.com,listing
378031,Golden Star Hotel,"Muğla, Marmaris",http://www.goldenstarhoteldn.com/,listing
640689,Grand Alisa Otel ( Ex. Royalisa Hotel ),"Antalya, Alanya",https://www.royalisahotel.com/,listing
388,Grand Anzac Hotel,Çanakkale,https://www.anzachotels.com,web_search
859811,Grand Aquarium Hotel,"Muğla, Marmaris",http://aquariumhotels.com/,listing
294799,Grand Atilla Hotel,"Antalya, Alanya",https://www.grandatillaotel.com.tr,listing
1200279,Grand Belish Hotel,"Aydın, Kuşadası",http://wwwgrandbelish.com,listing
968,Grand Cettia Hotel,"Muğla, Marmaris",https://www.cettia.com,listing
45,Grand Hotel Temizel,,http://www.temizel.com.tr,listing
79775,Grand Milano Hotel,"Balıkesir, Ayvalık, Sarımsaklı",https://www.grandmilanohotel.com,listing
701,Grand Park Lara,"Antalya, Muratpaşa, Lara ",https://www.corendonhotels.com.tr,listing
260,Grand Yazıcı Club Marmaris Palace,"Muğla, Marmaris",https://www.grandyazicihotels.com,listing
278,Grand Yazıcı Club Turban Thermal Hotel,"Muğla, Marmaris",https://www.grandyazicihotels.com,listing
932,Grand Yazıcı Torba Beach Club,"Muğla, Bodrum, Torba",https://www.grandyazici.com,listing
295243,Green Beach Hotels,"Antalya, Kaş, Kalkan",https://www.greenbeachhotels.com,web_search
273,Green Garden Resort Hotel,"Antalya, Alanya",https://www.greengardenapart.com,listing
368,Green Gold Hotel,"Aydın, Kuşadası, Guzelcamli",https://www.greengoldhotel.com,listing
780973,Green Heaven Boutique Hotel,"Muğla, Marmaris, Selimiye",https://greenboutique.com.tr/,listing
1315,Green Nature Resort & Spa,"Muğla, Marmaris, Armutalan",https://www.greennatureresortspa.com,web_search
378040,Greenblue Hotel Patara,"Antalya, Kaş, Patara",https://greenbluehotel.com/,web_search
84184,Gulet Otel,"Muğla, Bodrum",https://guletotel.com,web_search
673034,Gypsophila Holiday Village,"Antalya, Alanya, Okurcalar",https://www.gypsophila.net/,web_search
875812,Güllük Yalı Boutique Hotel,"Muğla, Milas",https://www.gullukyaliboutiqueotel.com/gulluk-yali-boutique-otel,listing
417473,Gümbet Cove Hotel,"Muğla, Bodrum, Gümbet",https://www.gumbetcovehotel.com,web_search
416906,Günay Hotel,"Muğla, Bodrum",https://www.bodrumgunayotel.com,web_search
1019978,Gündoğan Suites,"Muğla, Bodrum",https://gundogansuites.com,web_search
109373,Habesos Hotel,"Antalya, Kaş",http://www.habesoshotel.com,listing
594,Han Deluxe Hotel,"Muğla, Marmaris, Hisarönü",https://www.hanhotel.com,listing
240686,Han Royal Hotel,"Muğla, Datça",http://www.hanroyalhotels.com/,listing
673186,Hane Hotel,"Antalya, Manavgat, Side",https://hanehotels.com,web_search
166,Hapimag Sea Garden Resort Bodrum,,https://www.hapimag-seagarden.com.tr,listing
559,Happy Apart Hotel Kuşadası,"Aydın, Kuşadası",http://www.happyapart.com/contact,listing
488,Happy Hotel Kalkan,"Antalya, Kaş, Kalkan",https://www.happykalkan.com,listing
146524,Has Cave Konak,"Nevşehir, Ürgüp",https://info@hassecavekonak.com,listing
878108,Havasu Park Bungalow,"Antalya, Kumluca",https://www.havasupark.com,web_search
781158,Hawaii Suite Beach Hotel,"Antalya, Alanya",https://www.hawaiisuitebeachhotel.com,listing
416542,Haydarpasha Palace,"Antalya, Alanya",https://www.haydarpashapalace.com,listing
874349,Heart De Masion,"Antalya, Kemer",https://www.heartdemaison.com,web_search
415059,Helios Hotel,"Antalya, Manavgat, Side",https://www.helioshotelside.com,listing
45413,Hemerans Anatolia Otel,"Antalya, Kemer, Çıralı",https://hemeransanatolia.com/,listing
45192,Hera Hotel Kaş,"Antalya, Kaş",https://www.herahotel.com.tr,web_search
785128,Heritage Cave Suites,"Nevşehir, Kapadokya",https://www.heritagecavesuites.com,web_search
244393,Hildegard Hotel,"Antalya, Alanya",https://www.hildegardhotel.com,listing
738,Hillside Beach Club,"Muğla, Fethiye",https://hillsidebeachclub.com,listing
82,Hilton Bodrum Turkbuku Resort & Spa - All Inclusive,"Muğla, Bodrum, Göltürkbükü",https://www.bodrumturkbuku.hilton.com,listing
228,Hilton Dalaman Sarıgerme Resort & Spa,,https://www.hiltondalaman.com,listing
673039,Holiday Garden Resort,"Antalya, Alanya, Okurcalar",https://holidaygardenresort.com,web_search
945963,Holiday Inn Express Ankara - Airport,"Ankara, Akyurt",https://www.hiexankaraairport.com,web_search
295355,Holiday Park Resort,"Kırşehir, Boztepe ",https://holidayparkresort.com.tr/,web_search
377885,Horus Paradise Luxury Resort,"Antalya, Manavgat, Side",https://www.horusparadise.com,listing
1018041,Hotel B House Alaçatı,"İzmir, Çeşme, Alaçatı",http://www.hotelbhousealacati.com/,listing
1017981,Hotel Baba,"Muğla, Bodrum",https://www.hotelbaba.com.tr,web_search
873441,Hotel Bleu Nuit,"Muğla, Bodrum, Gümbet",https://www.viebleuhotels.com,listing
80767,Hotel Cachet,"Antalya, Kaş",https://www.hotelcachet.com,listing
871901,Hotel Caeli,"Çanakkale, Eceabat",https://www.caeli.com.tr,web_search
646681,Hotel Erol,"Balıkesir, Ayvalık",https://www.hotelerol.com,listing
1018459,Hotel Gold Stone,"Antalya, Kemer",http://www.hotelgoldstone.com,web_search
414844,Hotel Golden Sun +12 Adult Only,Beldibi,https://www.otelgoldensun.com/,listing
114,Hotel Karbel Sun,"Muğla, Fethiye",http://www.karbelsun.com/tr/anasayfa/,listing
419817,Hotel Milestone 1915,"Çanakkale, Gelibolu",http://www.milestone1915.com,web_search
672469,Hotel Orhan Aydın,Aydın,https://hotelorhan.com,listing
782229,Hotel Palm Beach Arsuz,"Hatay, İskenderun",https://www.palmbeacharsuz.com,listing
108488,Hotel Pataros Patara,"Antalya, Kaş, Patara",https://hotelpataros.com,web_search
416925,Hotel Pelin,"Muğla, Fethiye",http://www.hotelpelin.com.tr/english,listing
140215,Hotel Sinatra,"Antalya, Kemer, Çamyuva",https://hotelsinatra.com,web_search
127755,Hotel Titan Garden,"Antalya, Alanya",http://www.titanhotels.com,listing
1264330,Hotel Turan Prince,"Antalya, Manavgat, Side",https://www.turanprince.com.tr,listing
592521,Hotel Xoria Deluxe,"Antalya, Alanya, Payallar",https://www.xoriadeluxe.com/,listing
64597,Hotel Ölüdeniz,"Muğla, Fethiye, Ölüdeniz",https://www.oludenizotel.com,listing
1210702,Hotella Resort & Spa,"Antalya, Serik, Belek",https://www.hotella.com.tr,web_search
593612,Huzur Royal Otel,"Muğla, Datça",https://www.huzurroyalotel.com,listing
1589,Iko Melisa Garden Hotel - Kemer,"Antalya, Kemer",https://www.ikomelisagarden.com,listing
1504,Imperial Palace Hotel,"Antalya, Kemer",http://www.obengrup.com/oben-grup-sirketler/imperial-palace-hotel/,web_search
672986,Innvista Belek Antalya,"Antalya, Serik",https://www.innvistahotels.com,listing
1210652,Irmak Boutique Hotel,"Muğla, Bodrum, Ortakent",https://www.irmakboutiquehotel.com,listing
1017815,İbak Apartments,"Muğla, Bodrum, Gümüşlük",https://www.otelgumusluk.com,listing
1021510,İbos Hotels İzmir,"İzmir, Konak",https://iboshotels.com.tr,listing
46634,İlayda Hotel Kuşadası,"Aydın, Kuşadası",https://www.ilaydaavantgarde.com,web_search
225280,İllusion Beach Club Hotel + 16,"Antalya, Alanya",https://www.illusionhotels.com,listing
672931,İnce Hotel,"Antalya, Kaş",https://www.incehotel.com,listing
1604,İris Hotel & Spa,"Çanakkale, Güzelyalı",https://www.irisotel.com,listing
873008,İstanbul Beach Hotel,,https://www.istanbulbeachhotel.com,listing
872735,Jasmine Marmaris,"Muğla, Marmaris, İçmeler ",https://www.jasminemarmaris.com,web_search
445,Juju Premier Palace,"Antalya, Kemer",https://rezervasyon@premierpalace.com.tr,listing
192,Julian Club Hotel,"Muğla, Marmaris",https://julianhotels.com,web_search
212,Julian Forest Suites,"Muğla, Marmaris, İçmeler ",https://julianforest.julianhotels.com,web_search
1025441,Jura Hotels Bodrum Resort,"Muğla, Bodrum",https://www.jurahotels.com.tr,listing
1023969,Jura Hotels Kemer Resort,"Antalya, Kemer",https://www.jurahotelskemer.com,listing
128912,Justiniano Club Alanya,,https://www.justinianohotels.com.tr,listing
26,Justiniano Club Park Conti,"Antalya, Alanya",http://www.justinianohotels.com/tr/hotel/deluxe-resort/,listing
847,Justiniano Deluxe Resort,"Antalya, Alanya",https://www.justinianohotels.com.tr,listing
1210744,Kadagan Suite Ayasaranda,"İzmir, Çeşme",https://kadagansuites.com.tr,web_search
1025302,Kahveci Alibey Hotel,"Muğla, Marmaris",http://kahvecialibeyhotel.com/,listing
1020859,Kahya Hotel Kleopatra,Antalya,https://www.kahyahotels.com,listing
377920,Kahya Resort Aqua & Spa,"Antalya, Alanya, Payallar",https://www.kahyaresort.com,listing
628,Kairaba Bodrum Imperial,"Muğla, Bodrum",https://www.tthotels.com,listing
1514,Kalamar Hotel Kalkan (+7),"Antalya, Kaş, Kalkan",https://www.kalamarhotel.com,listing
377972,Kaliptus Hotel,"Antalya, Kemer",https://www.instagram.com/kaliptushotel/,social
878049,Kalkan Sultan Hotel,"Antalya, Kaş",https://kalkansultanhotel.com,listing
1023581,Kamkat Otel,Antalya,https://kamkatotel.com/,listing
1017861,Kappadoks Cave Hotel,Nevşehir,https://www.kappadoks.com,listing
877333,Kaptanhan Pansiyon,"Muğla, Milas",https://www.kaptanhanbutikotel.com,web_search
1018546,Karaoz Light House,"Antalya, Kumluca",https://www.karaozlighthouse.com,web_search
416895,Karianda Hotel,"Muğla, Bodrum",https://karianda.com,listing
785150,Karlık Cave Suite,"Nevşehir, Kapadokya",https://www.karlikcave.com/,listing
540,Karmir Resort & Spa,"Antalya, Kemer",http://www.karmirhotel.com,listing
789680,Kaya Apartments,Antalya,https://info@kayaapartmentskalkan.com,listing
2472092,Kaya Artemis Resort Casino,"Kıbrıs, Bafra",https://kayahotels.com/tr/oteller/kaya-artemis-resort-casino,listing
1264444,Kaya Palazzo Resort & Casino,"Kıbrıs, Girne",https://www.kayahotels.com,listing
415234,Kayalar Hotel,"Antalya, Muratpaşa",https://kayalarotel.com/,web_search
1024256,Kazdağları İda Natura Bungalov Otel,"Balıkesir, Edremit",https://www.idanatura.com,listing
871823,Kaş Zeytin Otel,"Antalya, Kaş",https://www.instagram.com/kas_zeytin_hotel/,social
1017767,Kefi Beach & Suites,"Muğla, Bodrum, Ortakent",https://www.kefibodrum.com,listing
113191,Kekova Hotel,"Antalya, Kaş",http://www.hotelkekova.com,web_search
593734,Kemal Bay Hotel,"Antalya, Alanya, Konaklı",https://www.atligroup.com,listing
94,Kempinski Hotel Barbaros Bay Bodrum,"Muğla, Bodrum, Yalıçiftlik",https://www.kempinski.com/Tr/Bodrum,listing
873719,Khai Hotel Bodrum,"Muğla, Bodrum, Ortakent",http://www.khaibodrum.com/,listing
321278,Kimeros Park Holiday Village,"Antalya, Kemer",https://www.kimeroshotels.com,listing
874665,Kiraz Beach Otel,"Balıkesir, Erdek",https://kirazbeachotel.com/,listing
1264338,Kirman Belazur Resort & SPA,"Antalya, Serik, Belek",https://www.kirmanhotels.com.tr,listing
54283,Klas Dom Hotel,"Antalya, Alanya, Mahmutlar",https://www.klasshotels.net,listing
139784,Kleopatra Ada Hotel,"Antalya, Alanya",https://www.kleopatraadahotel.com,listing
173754,Kleopatra Arsi Otel,"Antalya, Alanya",https://www.arsihotels.com,listing
247173,Kleopatra Aydın Otel,"Antalya, Alanya",https://kleopatraaydinhotel.com,web_search
135148,Kleopatra Bavyera Hotel,"Antalya, Alanya",https://kleopatrahotels.com/,web_search
135145,Kleopatra Bebek Otel,"Antalya, Alanya",https://kleopatrahotels.com,web_search
108799,Kleopatra Carina Otel,"Antalya, Alanya",https://www.kleopatracarina.com/,web_search
210471,Kleopatra Fatih Hotel,"Antalya, Alanya",https://www.fatihotel.com.tr,web_search
891019,Kleopatra Life Otel,"Antalya, Alanya",https://www.kleopatralife.com,listing
116302,Kleopatra Micador Hotel,"Antalya, Alanya",https://www.micadorhotel.com,web_search
139785,Kleopatra Royal Palm Hotel,"Antalya, Alanya",https://www.feriahotels.com,listing
181699,Kleopatra Suit Otel,"Antalya, Alanya",https://www.kleopatrasuit.com.tr,listing
1871,Knidos Butik Otel,"Muğla, Datça",http://www.knidosbutik.com/,listing
414987,Koala Bungalows,"Antalya, Kumluca",https://www.koalabungalow.com,web_search
149747,Konakli Nergis Hotel,"Antalya, Alanya, Konaklı",https://www.konaklinergishotel.com,listing
96702,Korsan Ada,"Antalya, Kaş",https://www.kaskorsanadahotel.com,listing
54301,Kristal Beach Hotel,"Antalya, Konyaaltı",https://kristal-hotel.com,web_search
781254,Kuluhana Hotel & Villas,"Antalya, Kaş",https://hotelkuluhana.com,web_search
419372,Kutlugün Sahil Otel,"Balıkesir, Edremit, Akçay ",https://www.facebook.com/p/Kutlug%C3%BCn-Sahil-Otel-100068175579881/,social
1284535,Kuça Otel Urla,"İzmir, Urla",https://kucaurla.com/,listing
25,Kuştur Club Holiday Village,"Aydın, Kuşadası",https://www.kusturclub.com,listing
859897,Kıvanç Hotel,"Muğla, Bodrum, Yalıkavak ",https://kivanchotel.com,listing
229038,La Blanche Island Bodrum,,https://www.lablancheisland.com,listing
945,La Blanche Resort & Spa Hotel,"Muğla, Bodrum, Turgutreis",https://www.lablanchehotel.com,listing
873138,La Hoya Beach Hotel,"Antalya, Kemer",https://www.lahoyabeachhotel.com,listing
1023745,La Kumsal Hotel,"Antalya, Kaş",https://www.lakumsal.com,listing
840,La Petra Otel,"İzmir, Foça",https://www.lapetraakalin.com,listing
378050,Laberna Hotel,"Muğla, Marmaris",https://www.facebook.com/laberna.hotel/,social
3379,Labranda TMT Bodrum Resort,"Muğla, Bodrum",https://www.labrandahotels.com,listing
781682,Ladonia Hotels Adakule,"Aydın, Kuşadası",https://www.ladoniahotels.com,listing
1264712,Ladonia Hotels Zemda Boutique,"Muğla, Bodrum",http://www.zemdahotel.com/,listing
1020770,Laledan Hotel,"İzmir, Çeşme",https://WWW.LALEDANOTEL.COM,listing
1024255,Lambada Otel Altınoluk,"Balıkesir, Edremit",https://www.lambadaotel.com,listing
1828,Lara Hadrianus Hotel,"Antalya, Muratpaşa, Lara ",https://www.larahadrianushotel.com,listing
1017511,Lara Olympos Hotel,"Antalya, Muratpaşa, Lara ",https://laraolympos.com/,listing
672442,Laren Seaside Hotel & Spa,"Antalya, Muratpaşa",http://www.larenbusinesshotel.com,listing
379098,Larissa Hill Beach Hotel,"Antalya, Alanya",https://www.larissahotels.com,listing
1023981,Larissa Holiday Beach,"Antalya, Alanya",https://www.larissahotels.com/holiday-beach-club,listing
567,Larissa Mare Beach Hotel,Beldibi,http://marebeach.larissahotels.com,listing
344,Larissa Sultans Beach,"Antalya, Kemer, Çamyuva",https://www.larissahotels.com.tr,listing
64667,Latanya Park Resort,"Muğla, Bodrum, Yalıçiftlik",https://www.latanyaparkresort.com,listing
872730,Lavender Otel Çeşme,"İzmir, Çeşme",https://lavenderotels.com,web_search
781968,Lavinya Otel Bozcaada,"Çanakkale, Bozcaada",https://lavinyaotel.com,web_search
872927,Le Bleu Hotel & Resort,"Aydın, Kuşadası",https://www.lebleuhotel.com.tr,listing
107,Le Jardin Resort,"Antalya, Kemer, Kiris",https://www.qprhotels.com,listing
789505,Le Monde Beach Resort & Spa,İzmir,https://www.halicparkresort.com,listing
46716,Leda Beach Hotel,"Antalya, Manavgat, Side",https://www.ledabeachhotel.com,listing
416939,Lemon Garden Türkbükü,"Muğla, Bodrum, Türkbükü",https://www.instagram.com/lemongardenturkbuku/,social
871903,Letoon Plus Hotel,"Aydın, Didim",https://www.didimletoonotel.com,listing
87161,Levent Hotel Fethiye,"Muğla, Fethiye",https://www.leventhotelfethiye.com,listing
780956,Life Point Butik Hotel,"İzmir, Çeşme",https://lifepointhotel.com.tr,listing
1020733,Light House Hotel,,https://www.lighthousebodrum.com.tr,listing
884,Likya Pavilion Hotel,"Antalya, Kaş, Kalkan",http://www.likyapavilionhotel.com/,listing
377969,Likya Residence Hotel & Spa,"Antalya, Kaş, Kalkan",https://www.likyaresidence.com,listing
592777,Likya Road Resort Hotel,"Muğla, Seydikemer",https://www.likyaroad.com,listing
1239875,Limak Atlantis De Luxe Hotel & Resort,,https://www.limakhotels.com,listing
28,Limak Lara Deluxe Hotel & Resort,,https://www.limakhotels.com,listing
844,Limak Limra Club Park Hotel,"Antalya, Kemer, Kiris",https://www.limakhotels.com,listing
18,Limak Limra Hotels & Resort,"Antalya, Kemer",https://www.limakhotels.com,listing
781970,Lime Bozcaada,"Çanakkale, Bozcaada",http://www.limebozcaada.com,web_search
874570,Limnos Otel,"Çanakkale, Gökçeada",https://www.gokceadalimnosotel.com/,listing
1018008,Linaden Apart,"Antalya, Kumluca, Adrasan",https://www.instagram.com/linadenapart.07/,social
640925,Linda Beach Hotel,"Antalya, Kaş",http://www.kaslindahotel.com/lindabeach/default.asp,listing
759,Linda Resort Hotel,"Antalya, Manavgat, Side",https://www.lindaresorthotel.com,listing
872924,Linda Sunny Beach Hotel,"Antalya, Manavgat",https://www.lindasunnybeach.com,listing
785923,Lion Park Suites & Residence Otel,Aydın,http://www.lionpark.com.tr,web_search
953,Liparis Resort Hotel & Spa,Mersin,http://www.liparis.com.tr/,listing
325,Lissiya Hotel,"Muğla, Fethiye",https://www.lissiyahotel.com,listing
1017613,Londra Inn Hotel,Edirne,https://londrainn.com,listing
263,Lonicera World Hotel,"Antalya, Alanya",https://www.lonicera.com.tr,listing
592660,Lord's Palace Hotel & Spa & Casino,"Kıbrıs, Girne",https://www.lordspalace.com,listing
1024219,Lucas Didim Resort,"Aydın, Didim",https://www.tarhanserenity.com,listing
1210713,Lulu İnn Çeşme,"İzmir, Çeşme",https://www.luluinhotel.com,web_search
311,Luna Blanca Resort & Spa,"Antalya, Manavgat, Side",https://www.lunablancahotel.com,listing
1284454,Luna Blanca Resort & Spa,"Antalya, Manavgat, Side",https://www.lunablancahotel.com,listing
1210843,Lusso Glamping,"Muğla, Bodrum, Türkbükü",http://www.lussoglamping.com,web_search
104814,Lvzz Hotel,"Muğla, Bodrum",http://www.lvzzhotel.com/,listing
1017515,Lycia Dolce Vita,"Antalya, Kumluca, Olimpos",https://www.instagram.com/lyciadolcevita_olympos/,social
416841,M Suite Hotel,"Muğla, Bodrum, Gümbet",https://www.msuitehotels.com/tr/,listing
417419,M2 Otel,"Muğla, Bodrum, Gümbet",https://www.m2hotel.com.tr,web_search
1019523,Ma-Si Urla Hotel,"İzmir, Urla",https://siurla.com,web_search
890961,Magna Manastır Suit Hotel,"Muğla, Bodrum",https://www.manastirhotel.com,listing
781690,Maia Luxury Beach Hotel & Spa,"Aydın, Kuşadası",https://www.maiabeachhotel.com,listing
874383,Maison Green Hill,"Antalya, Manavgat",https://www.maisongreenhill.com,listing
640916,Majeste Hotel Bodrum,"Muğla, Bodrum, Gümbet",https://www.majestehotel.com,listing
876332,Maki Hotel,"Antalya, Kaş",http://kasmakihotel.com,web_search
946062,Malibu Garden Resort Hotel,"Antalya, Kemer, Kiris",https://www.maliburesorthotel.com,listing
1210787,Malta Hotel Bodrum,Muğla,https://www.instagram.com/maltahotel_bodrum/,social
1025271,Manaspark Deluxe Hotel,"Muğla, Fethiye",https://www.manaspark.com,listing
46919,Mandarin & Mango Boutique Hotel,"Muğla, Fethiye, Faralya",https://www.villamandarin.com,listing
1025330,Manzara Boutique Hotel,"Muğla, Bodrum",https://www.manzarahotels.com,listing
295325,Marbas Select Beach +14,"Muğla, Marmaris, İçmeler ",https://www.marbashotel.com,listing
119556,Marbel Hotel By Palmwings,"Aydın, Kuşadası",https://ww. marbelpalmwings.com.tr,listing
783593,Mare Garden Hotel,"Muğla, Bodrum",https://www.maregarden.com,listing
1284489,Marin Hotel,Beldibi,https://www.marin.com.tr,listing
783516,Marin Yalıkavak,"Muğla, Bodrum",https://www.marinyalikavak.com/,listing
377978,Marisol Boutique Hotel,"Muğla, Bodrum, Gündoğan",https://www.marisolhotel.com,listing
672838,Marma Beach Hotel,,https://www.hotelmarmabeach.com,listing
872161,Marmaris Bay Resort By MP Hotels +16,,https://marmarisbayresort.com,web_search
712,Martı Hemithea Hotel,"Muğla, Marmaris",http://www.marti.com.tr/en/marti-hemithea/general-overview,listing
1025245,Martı La Perla (+16),"Muğla, Marmaris",https://www.marti.com.tr,listing
1264730,Marvida Senses Very Chic Bodrum Adult Only +18,"Muğla, Bodrum",https://marvidahotels.com/hotels/marvida-senses-very-chic,web_search
876403,Mavi Beyaz Otel Datça ( Merkez ),"Muğla, Datça",https://www.louiseinkonagi.com/,listing
148355,Mavi Suite Otel Türkbükü,"Muğla, Bodrum, Göltürkbükü",https://www.mavisuiteturkbuku.com,listing
414985,Mavilim Otel,"Antalya, Kaş",https://www.mavilimotel.com,web_search
871790,Medis Resort Hotel,"İzmir, Çeşme",http://www.medisresorthotel.com/,listing
46054,Mediterra Art Hotel,"Antalya, Kaleiçi",https://www.mediterraarthotel.com,listing
672826,Medos Hotel Kuşadası,"Aydın, Kuşadası, Guzelcamli",http://www.medoshotel.com,listing
874791,Mega Bodrum Gümbet,"Muğla, Bodrum",https://www.megabodrumgumbet.com,web_search
308288,Megasaray Club Belek,,https://www.clubmegasaray.com.tr,listing
1023577,Megasaray Resort Side,"Antalya, Manavgat, Side",https://www.megasarayhotels.com,web_search
878102,Megasaray WestBeach Antalya,"Antalya, Konyaaltı",https://www.megasarayhotels.com,listing
225908,Megaş Hotel,"Balıkesir, Ayvalık",http://www.megashotel.com.tr/,listing
1017817,Megg's Beach Hotel,"Muğla, Bodrum, Ortakent",http://www.meggsbodrum.com,web_search
672913,Mekvin Hotels Deniz Feneri Lighthouse +12 Adult Only,"Antalya, Kaş",https://www.mekvinhotels.com/denizfenerilighthouse,listing
1239689,Melas Tatil Köyü,"Antalya, Manavgat, Side",https://www.melashotels.com,listing
115678,Melissa Garden Apart Hotel,"Antalya, Manavgat, Side",https://www.sidemelissagarden.com,web_search
592337,Mendos Garden Exclusive Hotel,"Muğla, Fethiye",http://www.hotelmendos.com/,listing
3099880,Mercure Antalya Belek,"Antalya, Serik, Belek",https://www.all.accor.com,listing
45167,Merhaba Pansiyon,"Muğla, Bodrum",https://www.merhabaotel.com,listing
416644,Merih Butik Otel,"Muğla, Bodrum",https://www.merihbutikhotel.com,web_search
1242088,Merit Lefkoşa Hotel & Casino,"Kıbrıs, Lefkoşa",https://www.merithotels.com/tur/merit-lefkosa-hotel,listing
1264450,Merit Park Hotel & Casino,"Kıbrıs, Girne",https://www.merithotels.com/tur/merit-park-hotel,listing
1242191,Merit Royal & Casino & Spa,"Kıbrıs, Girne",https://www.merithotels.com/tur/merit-royal-hotel,listing
2471822,Merit Royal Premium Hotel & Casino & Spa,"Kıbrıs, Girne",https://www.merithotels.com/tur/merit-royal-premium-hotel,listing
416674,Mersin Princess Hotel & Spa,Mersin,https://www.mersinprincesshotels.com/,listing
415051,Mert Hotel,"Antalya, Konyaaltı",https://www.facebook.com/MERTPANSiYONBELDiBi/,social
873120,METT Hotel & Beach Resort Bodrum,"Muğla, Bodrum",https://www.metthotelsandresorts.com/bodrum,web_search
1017806,Meu La Boutique Otel,"Muğla, Bodrum, Gümbet",https://www.facebook.com/meubodrumhotel/,social
873588,MGallery The Bodrum Hotel Yalıkavak,"Muğla, Bodrum, Yalıkavak ",https://www.mgallerybodrum.com/,listing
1210719,Milagre Cave Cappadocia,"Nevşehir, Göreme",https://milagrecavehotel.com,web_search
226392,Mini Saray Hotel,"Antalya, Kaş, Kalkan",http://www.minisarayhotel.com,listing
882670,Mira Otel Alsancak,"İzmir, Konak",https://miraotel.com.tr,web_search
85,Miracle Resort Hotel,"Antalya, Muratpaşa, Lara ",https://www.miracleotel.com,listing
592373,Mirador Resort & Spa,"Antalya, Alanya, Konaklı",https://www.miradorhotels.com,listing
